link_id,from_id,to_id,from,to,mode,distance_km,cost,emission,data_sources
L1029,C21,C24,Marina Bay Street Circuit (Singapore),Baku City Circuit (Azerbaijan),Road,6946.2,41677.2,27784.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1030,C21,C24,Marina Bay Street Circuit (Singapore),Baku City Circuit (Azerbaijan),Sea,6946.2,6946.2,5209.65,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1031,C22,C1,Yas Marina Circuit (Abu Dhabi-UAE),Albert Park (Melbourne-Australia),Air,11674.7,700482.0,350241.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1032,C22,C1,Yas Marina Circuit (Abu Dhabi-UAE),Albert Park (Melbourne-Australia),Sea,11674.7,11674.7,8756.02,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1033,C22,C2,Yas Marina Circuit (Abu Dhabi-UAE),Shanghai International Circuit (China),Air,6494.1,389646.0,194823.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1034,C22,C2,Yas Marina Circuit (Abu Dhabi-UAE),Shanghai International Circuit (China),Road,6494.1,38964.6,25976.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1035,C22,C2,Yas Marina Circuit (Abu Dhabi-UAE),Shanghai International Circuit (China),Sea,6494.1,6494.1,4870.57,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1036,C22,C3,Yas Marina Circuit (Abu Dhabi-UAE),Suzuka Circuit (Japan),Air,7787.9,467274.0,233637.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1037,C22,C3,Yas Marina Circuit (Abu Dhabi-UAE),Suzuka Circuit (Japan),Road,7787.9,46727.4,31151.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1038,C22,C3,Yas Marina Circuit (Abu Dhabi-UAE),Suzuka Circuit (Japan),Sea,7787.9,7787.9,5840.93,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1039,C22,C4,Yas Marina Circuit (Abu Dhabi-UAE),Bahrain International Circuit (Sakhir),Air,446.8,26808.0,13404.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1040,C22,C4,Yas Marina Circuit (Abu Dhabi-UAE),Bahrain International Circuit (Sakhir),Road,446.8,2680.8,1787.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1041,C22,C4,Yas Marina Circuit (Abu Dhabi-UAE),Bahrain International Circuit (Sakhir),Sea,446.8,446.8,335.1,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1042,C22,C5,Yas Marina Circuit (Abu Dhabi-UAE),Jeddah Corniche Circuit (Saudi Arabia),Air,1615.9,96954.0,48477.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1043,C22,C5,Yas Marina Circuit (Abu Dhabi-UAE),Jeddah Corniche Circuit (Saudi Arabia),Road,1615.9,9695.4,6463.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1044,C22,C5,Yas Marina Circuit (Abu Dhabi-UAE),Jeddah Corniche Circuit (Saudi Arabia),Sea,1615.9,1615.9,1211.92,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1045,C22,C6,Yas Marina Circuit (Abu Dhabi-UAE),Miami International Autodrome (USA),Air,12600.1,756006.0,378003.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1046,C22,C6,Yas Marina Circuit (Abu Dhabi-UAE),Miami International Autodrome (USA),Sea,12600.1,12600.1,9450.07,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1047,C22,C7,Yas Marina Circuit (Abu Dhabi-UAE),Imola (Autodromo Enzo e Dino Ferrari),Air,4443.9,266634.0,133317.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1048,C22,C7,Yas Marina Circuit (Abu Dhabi-UAE),Imola (Autodromo Enzo e Dino Ferrari),Sea,4443.9,4443.9,3332.92,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1049,C22,C8,Yas Marina Circuit (Abu Dhabi-UAE),Circuit de Monaco (Monaco),Air,4763.0,285780.0,142890.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1050,C22,C8,Yas Marina Circuit (Abu Dhabi-UAE),Circuit de Monaco (Monaco),Sea,4763.0,4763.0,3572.25,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1051,C22,C9,Yas Marina Circuit (Abu Dhabi-UAE),Circuit de Barcelona-Catalunya (Spain),Air,5148.6,308916.0,154458.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1052,C22,C9,Yas Marina Circuit (Abu Dhabi-UAE),Circuit de Barcelona-Catalunya (Spain),Sea,5148.6,5148.6,3861.45,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1053,C22,C10,Yas Marina Circuit (Abu Dhabi-UAE),Circuit Gilles Villeneuve (Montreal-Canada),Air,10636.4,638184.0,319092.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1054,C22,C10,Yas Marina Circuit (Abu Dhabi-UAE),Circuit Gilles Villeneuve (Montreal-Canada),Sea,10636.4,10636.4,7977.3,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1055,C22,C11,Yas Marina Circuit (Abu Dhabi-UAE),Red Bull Ring (Spielberg-Austria),Air,4321.1,259266.0,129633.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1056,C22,C11,Yas Marina Circuit (Abu Dhabi-UAE),Red Bull Ring (Spielberg-Austria),Sea,4321.1,4321.1,3240.83,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1057,C22,C12,Yas Marina Circuit (Abu Dhabi-UAE),Silverstone Circuit (UK),Air,5561.3,333678.0,166839.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1058,C22,C12,Yas Marina Circuit (Abu Dhabi-UAE),Silverstone Circuit (UK),Sea,5561.3,5561.3,4170.97,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1059,C22,C13,Yas Marina Circuit (Abu Dhabi-UAE),Spa-Francorchamps (Belgium),Air,5045.7,302742.0,151371.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1060,C22,C13,Yas Marina Circuit (Abu Dhabi-UAE),Spa-Francorchamps (Belgium),Sea,5045.7,5045.7,3784.27,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1061,C22,C14,Yas Marina Circuit (Abu Dhabi-UAE),Hungaroring (Budapest-Hungary),Air,4030.0,241800.0,120900.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1062,C22,C14,Yas Marina Circuit (Abu Dhabi-UAE),Hungaroring (Budapest-Hungary),Sea,4030.0,4030.0,3022.5,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1063,C22,C15,Yas Marina Circuit (Abu Dhabi-UAE),Circuit Zandvoort (Netherlands),Air,5202.6,312156.0,156078.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1064,C22,C15,Yas Marina Circuit (Abu Dhabi-UAE),Circuit Zandvoort (Netherlands),Sea,5202.6,5202.6,3901.95,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1065,C22,C16,Yas Marina Circuit (Abu Dhabi-UAE),Autodromo Nazionale Monza (Italy),Air,4665.5,279930.0,139965.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1066,C22,C16,Yas Marina Circuit (Abu Dhabi-UAE),Autodromo Nazionale Monza (Italy),Sea,4665.5,4665.5,3499.12,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1067,C22,C17,Yas Marina Circuit (Abu Dhabi-UAE),Circuit of The Americas (Austin-USA),Air,13260.6,795636.0,397818.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1068,C22,C17,Yas Marina Circuit (Abu Dhabi-UAE),Circuit of The Americas (Austin-USA),Sea,13260.6,13260.6,9945.45,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1069,C22,C18,Yas Marina Circuit (Abu Dhabi-UAE),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,14366.0,861960.0,430980.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1070,C22,C18,Yas Marina Circuit (Abu Dhabi-UAE),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Sea,14366.0,14366.0,10774.5,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1071,C22,C19,Yas Marina Circuit (Abu Dhabi-UAE),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,12149.1,728946.0,364473.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1072,C22,C19,Yas Marina Circuit (Abu Dhabi-UAE),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Sea,12149.1,12149.1,9111.82,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1073,C22,C20,Yas Marina Circuit (Abu Dhabi-UAE),Las Vegas Street Circuit (USA),Air,13194.3,791658.0,395829.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1074,C22,C20,Yas Marina Circuit (Abu Dhabi-UAE),Las Vegas Street Circuit (USA),Sea,13194.3,13194.3,9895.73,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1075,C22,C21,Yas Marina Circuit (Abu Dhabi-UAE),Marina Bay Street Circuit (Singapore),Air,5881.8,352908.0,176454.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1076,C22,C21,Yas Marina Circuit (Abu Dhabi-UAE),Marina Bay Street Circuit (Singapore),Road,5881.8,35290.8,23527.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1077,C22,C21,Yas Marina Circuit (Abu Dhabi-UAE),Marina Bay Street Circuit (Singapore),Sea,5881.8,5881.8,4411.35,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1078,C22,C23,Yas Marina Circuit (Abu Dhabi-UAE),Lusail International Circuit (Qatar),Air,330.9,19854.0,9927.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1079,C22,C23,Yas Marina Circuit (Abu Dhabi-UAE),Lusail International Circuit (Qatar),Road,330.9,1985.4,1323.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1080,C22,C23,Yas Marina Circuit (Abu Dhabi-UAE),Lusail International Circuit (Qatar),Sea,330.9,330.9,248.17,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1081,C22,C24,Yas Marina Circuit (Abu Dhabi-UAE),Baku City Circuit (Azerbaijan),Air,1823.1,109386.0,54693.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1082,C22,C24,Yas Marina Circuit (Abu Dhabi-UAE),Baku City Circuit (Azerbaijan),Road,1823.1,10938.6,7292.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1083,C22,C24,Yas Marina Circuit (Abu Dhabi-UAE),Baku City Circuit (Azerbaijan),Sea,1823.1,1823.1,1367.33,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1084,C23,C1,Lusail International Circuit (Qatar),Albert Park (Melbourne-Australia),Air,11992.8,719568.0,359784.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1085,C23,C1,Lusail International Circuit (Qatar),Albert Park (Melbourne-Australia),Sea,11992.8,11992.8,8994.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1086,C23,C2,Lusail International Circuit (Qatar),Shanghai International Circuit (China),Air,6741.2,404472.0,202236.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1087,C23,C2,Lusail International Circuit (Qatar),Shanghai International Circuit (China),Road,6741.2,40447.2,26964.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1088,C23,C2,Lusail International Circuit (Qatar),Shanghai International Circuit (China),Sea,6741.2,6741.2,5055.9,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1089,C23,C3,Lusail International Circuit (Qatar),Suzuka Circuit (Japan),Air,8004.9,480294.0,240147.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1090,C23,C3,Lusail International Circuit (Qatar),Suzuka Circuit (Japan),Road,8004.9,48029.4,32019.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1091,C23,C3,Lusail International Circuit (Qatar),Suzuka Circuit (Japan),Sea,8004.9,8004.9,6003.68,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1092,C23,C4,Lusail International Circuit (Qatar),Bahrain International Circuit (Sakhir),Air,119.9,7194.0,3597.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1093,C23,C4,Lusail International Circuit (Qatar),Bahrain International Circuit (Sakhir),Road,119.9,719.4,479.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1094,C23,C4,Lusail International Circuit (Qatar),Bahrain International Circuit (Sakhir),Sea,119.9,119.9,89.92,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1095,C23,C5,Lusail International Circuit (Qatar),Jeddah Corniche Circuit (Saudi Arabia),Air,1330.6,79836.0,39918.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1096,C23,C5,Lusail International Circuit (Qatar),Jeddah Corniche Circuit (Saudi Arabia),Road,1330.6,7983.6,5322.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1097,C23,C5,Lusail International Circuit (Qatar),Jeddah Corniche Circuit (Saudi Arabia),Sea,1330.6,1330.6,997.95,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1098,C23,C6,Lusail International Circuit (Qatar),Miami International Autodrome (USA),Air,12304.0,738240.0,369120.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1099,C23,C6,Lusail International Circuit (Qatar),Miami International Autodrome (USA),Sea,12304.0,12304.0,9228.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1100,C23,C7,Lusail International Circuit (Qatar),Imola (Autodromo Enzo e Dino Ferrari),Air,4137.5,248250.0,124125.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1101,C23,C7,Lusail International Circuit (Qatar),Imola (Autodromo Enzo e Dino Ferrari),Sea,4137.5,4137.5,3103.12,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1102,C23,C8,Lusail International Circuit (Qatar),Circuit de Monaco (Monaco),Air,4452.3,267138.0,133569.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1103,C23,C8,Lusail International Circuit (Qatar),Circuit de Monaco (Monaco),Sea,4452.3,4452.3,3339.22,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1104,C23,C9,Lusail International Circuit (Qatar),Circuit de Barcelona-Catalunya (Spain),Air,4830.8,289848.0,144924.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L1105,C23,C9,Lusail International Circuit (Qatar),Circuit de Barcelona-Catalunya (Spain),Sea,4830.8,4830.8,3623.1,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
